L, 5.500343684355875, 1.9303639901856036
W, 5.499968132407847, 1.5999957143104004
W, 5.247263794330216, 1.3901021078802258
W, 4.74141846892557, 1.3633276176739775
W, 4.499367949121364, 1.1572007764647612
S, 4.496965031544744, 0.8920049065489718

W, 4.514632455148958, -0.22448727214582376
W, 4.760240396395443, -0.4599633286102995
W, 5.265982172806452, -0.45825668606695363
W, 5.481609450057682, -0.7028156219270306
R, 5.49629029678441, -1.114978729179394
W, 5.4908654033979545, -2.0806905634017516
W, 5.255062910359259, -2.287211795015583
W, 4.7519095385087295, -2.300947229190009
W, 4.508318447588952, -2.077834257010825
W, 4.480515128838668, -1.6015582635901382
L, 4.290520559420431, -1.4241230372703788
S, 3.8861421463371624, -1.39299662483873
W, 3.500757482612275, -1.38633278898086
W, 3.4785786821152342, -2.0610313821661115
W, 3.2473390901036736, -2.2861304809054643
W, 1.7461206373442548, -2.297748268030988
W, 1.5111662479295445, -2.0865436398890966
W, 1.4908598738567216, -1.378089714015229
W, 0.7544391500670937, -1.3627050670706378
W, 0.5196822040456044, -1.1437976353029669
R, 0.4957460264102013, -0.787276279703091
W, 0.48688123428687197, -0.10653220287137181
